School,Enrollment,Up to date,Up to date %,Conditional,PME,PBE,PBE (Religious),City
MONTEREY ELEMENTARY,73,72,99,0,0,1,0,SAN BERNARDINO
NEWMARK ELEMENTARY,73,71,97,2,0,0,0,SAN BERNARDINO
BARBARA WEBSTER ELEMENTARY,73,70,96,3,0,0,0,SANTA PAULA
JUANAMARIA ELEMENTARY,73,67,92,3,0,3,0,VENTURA
MONTALVO ELEMENTARY,73,65,89,8,0,0,0,VENTURA
OAKMONT ELEMENTARY,72,69,96,0,0,3,0,CLAREMONT
MOUNTAIN AVENUE ELEMENTARY,72,64,89,5,0,3,3,LA CRESCENTA
MESA ROBLES,72,68,94,0,0,4,0,HACIENDA HEIGHTS
TWO HUNDRED THIRTY-SECOND PLACE,72,53,74,19,0,0,0,CARSON
BROOKLYN AVENUE ELEMENTARY,72,72,100,0,0,0,0,LOS ANGELES
COMPTON AVENUE ELEMENTARY,72,29,40,43,0,0,0,LOS ANGELES
WESTPORT HEIGHTS ELEMENTARY,72,49,68,20,0,3,2,LOS ANGELES
ANDASOL AVENUE ELEMENTARY,72,71,99,1,0,0,0,NORTHRIDGE
NEWCASTLE ELEMENTARY,72,70,97,1,0,1,0,RESEDA
TARZANA ELEMENTARY,72,64,89,6,1,1,0,TARZANA
ACADEMIA MODERNA,72,72,100,0,0,0,0,WALNUT PARK
HAYNES CHARTER FOR ENRICHED STUDIES,72,60,83,10,0,2,0,WEST HILLS
BRADOAKS ELEMENTARY,72,71,99,1,0,0,0,MONROVIA
MEADOWS ELEMENTARY,72,71,99,0,0,1,0,VALENCIA
DECKER ELEMENTARY,72,61,85,7,0,4,0,POMONA
LINCOLN ELEMENTARY,72,67,93,5,0,0,0,TORRANCE
CENTRALIA ELEMENTARY,72,67,93,2,0,3,0,ANAHEIM
C. C. VIOLETTE ELEMENTARY,72,72,100,0,0,0,0,GARDEN GROVE
RIVERDALE ELEMENTARY,72,70,97,0,2,0,0,GARDEN GROVE
PROSPECT ELEMENTARY,72,70,97,2,0,0,0,ORANGE
FRANKLIN ELEMENTARY,72,72,100,0,0,0,0,SANTA ANA
C. C. LAMBERT ELEMENTARY,72,70,97,1,0,1,0,TUSTIN
DESERT TRAILS PREPARATORY ACADEMY,72,72,100,0,0,0,0,ADELANTO
OEHL ELEMENTARY,72,71,99,1,0,0,0,HIGHLAND
VALLEY ELEMENTARY,72,68,94,4,0,0,0,YUCAIPA
DOS CAMINOS ELEMENTARY,72,61,85,7,0,4,0,CAMARILLO
CRESTVIEW ELEMENTARY,72,64,89,3,0,5,0,SIMI VALLEY
WHITE OAK ELEMENTARY,72,63,88,8,1,0,0,SIMI VALLEY
CERRITOS ELEMENTARY,71,62,87,7,0,2,0,CERRITOS
LONGLEY WAY ELEMENTARY,71,60,85,11,0,0,0,ARCADIA
RAMONA ELEMENTARY,71,67,94,2,0,2,0,BELLFLOWER
GLADSTONE ELEMENTARY,71,70,99,1,0,0,0,SAN DIMAS
VALLEY VIEW ELEMENTARY,71,38,54,33,0,0,0,LA CRESCENTA
WING LANE ELEMENTARY,71,56,79,14,0,1,0,VALINDA
CHATSWORTH PARK ELEMENTARY,71,63,89,6,0,2,0,CHATSWORTH
HASKELL ELEMENTARY,71,65,92,2,1,3,1,GRANADA HILLS
AMANECER PRIMARY CENTER,71,54,76,17,0,0,0,LOS ANGELES
GLASSELL PARK ELEMENTARY,71,13,18,58,0,0,0,LOS ANGELES
LOS FELIZ CHARTER SCHOOL FOR THE ARTS,71,56,79,7,0,8,2,LOS ANGELES
SIXTY-FIRST STREET ELEMENTARY,71,48,68,23,0,0,0,LOS ANGELES
CELERITY PALMATI CHARTER,71,71,100,0,0,0,0,NORTH HOLLYWOOD
LEMAY STREET ELEMENTARY,71,70,99,1,0,0,0,VAN NUYS
MIRA CATALINA ELEMENTARY,71,59,83,12,0,0,0,RANCHO PALOS VERDES
BERYL HEIGHTS ELEMENTARY,71,68,96,0,1,2,0,REDONDO BEACH
ENCINITA ELEMENTARY,71,70,99,1,0,0,0,ROSEMEAD
SAVANNAH ELEMENTARY,71,71,100,0,0,0,0,ROSEMEAD
NEWPORT COAST ELEMENTARY,71,65,92,2,0,4,0,NEWPORT BEACH
VILLA PARK ELEMENTARY,71,53,75,16,0,2,0,VILLA PARK
ENCHANTED HILLS ELEMENTARY,71,71,100,0,0,0,0,PERRIS
NORTH SHORE ELEMENTARY,71,64,90,5,0,2,1,BIG BEAR LAKE
LYLE S. BRIGGS FUNDAMENTAL,71,70,99,1,0,0,0,CHINO
YUCCA VALLEY ELEMENTARY,71,66,93,3,0,2,0,YUCCA VALLEY
EL DESCANSO ELEMENTARY,71,68,96,3,0,0,0,CAMARILLO
E. P. FOSTER ELEMENTARY,71,67,94,4,0,0,0,VENTURA
EVERGREEN ELEMENTARY,70,68,97,2,0,0,0,WHITTIER
WRIGHT ELEMENTARY,70,47,67,23,0,0,0,EL MONTE
GRAZIDE ELEMENTARY,70,69,99,0,0,1,0,HACIENDA HEIGHTS
CHAPMAN ELEMENTARY,70,29,41,41,0,0,0,GARDENA
CHEREMOYA AVENUE ELEMENTARY,70,32,46,36,0,2,0,LOS ANGELES
DAHLIA HEIGHTS ELEMENTARY,70,55,79,14,0,1,1,LOS ANGELES
HARDING STREET ELEMENTARY,70,62,89,8,0,0,0,SYLMAR
JUSTICE STREET ACADEMY CHARTER,70,67,96,3,0,0,0,WEST HILLS
EASTWOOD ELEMENTARY,70,67,96,3,0,0,0,LA MIRADA
LUNADA BAY ELEMENTARY,70,61,87,7,0,2,0,PALOS VERDES ESTATES
MADISON ELEMENTARY,70,66,94,2,0,2,0,REDONDO BEACH
MARIPOSA ELEMENTARY,70,64,91,3,0,3,0,BREA
WOODCREST ELEMENTARY,70,65,93,5,0,0,0,FULLERTON
BROOKHURST ELEMENTARY,70,70,100,0,0,0,0,GARDEN GROVE
ERNEST O. LAWRENCE ELEMENTARY,70,60,86,9,0,1,0,GARDEN GROVE
ROSE DRIVE ELEMENTARY,70,56,80,12,0,2,0,YORBA LINDA
EDWARD B. COLE ACADEMY,70,69,99,1,0,0,0,SANTA ANA
WILLMORE ELEMENTARY,70,69,99,1,0,0,0,WESTMINSTER
TEMECULA VALLEY CHARTER,70,60,86,6,0,4,1,WINCHESTER
FOOTHILL KNOLLS ELEMENTARY,70,61,87,6,0,3,0,UPLAND
SIERRA VISTA ELEMENTARY,70,69,99,0,0,1,1,UPLAND
LOMA LINDA ACADEMY,70,68,97,1,0,1,0,LOMA LINDA
TOPA TOPA ELEMENTARY,70,45,64,24,0,1,0,OJAI
STOWERS-CECIL B.- ELEMENTARY,69,66,96,2,0,1,0,CERRITOS
GLADSTONE STREET ELEMENTARY,69,64,93,4,0,1,0,AZUSA
WEDGEWORTH ELEMENTARY,69,69,100,0,0,0,0,HACIENDA HEIGHTS
NEWCOMB ACADEMY,69,64,93,4,0,1,0,LONG BEACH
KNOLLWOOD PREPARATORY ACADEMY,69,60,87,7,0,2,0,GRANADA HILLS
CELERITY OCTAVIA CHARTER,69,69,100,0,0,0,0,LOS ANGELES
MORRIS K. HAMASAKI ELEMENTARY,69,69,100,0,0,0,0,LOS ANGELES
WINDSOR HILLS MATH SCIENCE,69,32,46,37,0,0,0,LOS ANGELES
GAULT STREET ELEMENTARY,69,66,96,3,0,0,0,VAN NUYS
JEFFERSON ELEMENTARY,69,64,93,5,0,0,0,PARAMOUNT
NORMA COOMBS ALTERNATIVE,69,65,94,4,0,0,0,PASADENA
JELLICK ELEMENTARY,69,67,97,2,0,0,0,ROWLAND HEIGHTS
VALENTINE ELEMENTARY,69,69,100,0,0,0,0,SAN MARINO
QUAIL SUMMIT ELEMENTARY,69,66,96,0,0,3,3,DIAMOND BAR
VALLEY CHRISTIAN ELEMENTARY SCHOOL,69,63,91,3,0,3,0,BELLFLOWER
OKA -ISOJIRO- ELEMENTARY,69,67,97,0,1,1,0,HUNTINGTON BEACH
S. A. MOFFETT ELEMENTARY,69,58,84,4,0,7,0,HUNTINGTON BEACH
ADAMS ELEMENTARY,69,51,74,15,0,3,0,COSTA MESA
ARROYO ELEMENTARY,69,67,97,0,0,2,0,SANTA ANA
BARBARA BENSON ELEMENTARY,69,69,100,0,0,0,0,TUSTIN
PALOMA ELEMENTARY,69,62,90,3,1,3,0,TEMECULA
TEMECULA PREPARATORY,69,55,80,0,1,13,12,WINCHESTER
LAVERNE ELEMENTARY PREPARATORY ACADEMY,69,67,97,0,0,2,2,HESPERIA
MT. VERNON ELEMENTARY,69,66,96,3,0,0,0,SAN BERNARDINO
PEACH HILL ACADEMY,69,67,97,0,0,2,1,MOORPARK
ATHERWOOD ELEMENTARY,69,69,100,0,0,0,0,SIMI VALLEY
THOMAS JEFFERSON ELEMENTARY,68,64,94,3,0,1,1,BELLFLOWER
LEGORE ELEMENTARY,68,54,79,14,0,0,0,EL MONTE
ANTELOPE ELEMENTARY,68,62,91,6,0,0,0,LITTLEROCK
DEL AMO ELEMENTARY,68,41,60,27,0,0,0,CARSON
BUSHNELL WAY ELEMENTARY,68,48,71,20,0,0,0,LOS ANGELES
COMMUNITY MAGNET CHARTER ELEMENTARY,68,62,91,5,0,1,0,LOS ANGELES
MANHATTAN PLACE ELEMENTARY,68,43,63,25,0,0,0,LOS ANGELES
RFK COMMUNITY SCHOOLS-UCLA COMMUNITY K-12,68,41,60,27,0,0,0,LOS ANGELES
VIRGINIA ROAD ELEMENTARY,68,30,44,37,0,1,1,LOS ANGELES
WONDERLAND AVENUE ELEMENTARY,68,46,68,20,0,2,0,LOS ANGELES
MACY ELEMENTARY,68,63,93,1,0,4,0,LA HABRA
WASHINGTON ELEMENTARY,68,68,100,0,0,0,0,SAN GABRIEL
EDISON ELEMENTARY,68,67,99,0,0,1,0,SANTA MONICA
SANTA CLARITA ELEMENTARY,68,62,91,4,0,2,0,SAUGUS
GOLDEN OAK COMMUNITY,68,59,87,7,0,2,0,SANTA CLARITA
LEONARD G. WESTHOFF ELEMENTARY,68,67,99,1,0,0,0,WALNUT
CHRISTIAN SORENSEN ELEMENTARY,68,67,99,1,0,0,0,WHITTIER
LAGUNA NIGUEL ELEMENTARY,68,64,94,4,0,0,0,LAGUNA NIGUEL
GLEN H. DYSINGER SR. ELEMENTARY,68,66,97,1,0,1,0,BUENA PARK
GENEVIEVE M. CROSBY ELEMENTARY,68,66,97,2,0,0,0,GARDEN GROVE
CANYON VIEW ELEMENTARY,68,56,82,10,0,2,0,IRVINE
PALMYRA ELEMENTARY,68,60,88,8,0,0,0,ORANGE
SIERRA VISTA ELEMENTARY,68,66,97,1,0,1,0,NORCO
BANYAN ELEMENTARY,68,57,84,8,0,3,0,ALTA LOMA
JASPER ELEMENTARY,68,67,99,0,0,1,0,ALTA LOMA
OAK PARK ELEMENTARY,68,59,87,4,1,4,4,FONTANA
NANCY R. KORDYAK ELEMENTARY,68,68,100,0,0,0,0,FONTANA
ELIZABETH T. HUGHBANKS ELEMENTARY,68,68,100,0,0,0,0,RIALTO
WILSON ELEMENTARY,68,68,100,0,0,0,0,SAN BERNARDINO
WILDWOOD ELEMENTARY,68,61,90,1,0,6,2,THOUSAND OAKS
ARROYO WEST ELEMENTARY,68,66,97,0,0,2,2,MOORPARK
MCKEVETT ELEMENTARY,68,68,100,0,0,0,0,SANTA PAULA
GRACE BRETHREN ELEMENTARY,68,63,93,2,0,3,0,SIMI VALLEY
VALLEY VIEW ELEMENTARY,67,65,97,2,0,0,0,DUARTE
CERES ELEMENTARY,67,64,96,3,0,0,0,WHITTIER
ABRAHAM LINCOLN ELEMENTARY,67,63,94,1,0,3,0,LA CRESCENTA
LOS MOLINOS ELEMENTARY,67,63,94,0,0,4,3,HACIENDA HEIGHTS
STUDEBAKER ELEMENTARY,67,66,99,1,0,0,0,NORWALK
ONE HUNDRED FIFTY-THIRD STREET,67,11,16,56,0,0,0,GARDENA
QUEEN ANNE PLACE ELEMENTARY,67,45,67,22,0,0,0,LOS ANGELES
MELVIN AVENUE ELEMENTARY,67,60,90,7,0,0,0,RESEDA
JOHN FOSTER DULLES ELEMENTARY,67,62,93,1,0,4,0,LA MIRADA
TELESIS ACADEMY OF SCIENCE & MATH,67,67,100,0,0,0,0,WEST COVINA
CAMERON ELEMENTARY,67,65,97,1,0,1,0,WEST COVINA
THE WILLOWS COMMUNITY SCHOOL,67,46,69,16,0,5,0,CULVER CITY
COMMONWEALTH ELEMENTARY,67,63,94,1,0,3,0,FULLERTON
FERN DRIVE ELEMENTARY,67,65,97,1,0,1,0,FULLERTON
BRYWOOD ELEMENTARY,67,50,75,15,0,2,2,IRVINE
EL MORRO ELEMENTARY,67,43,64,21,0,3,0,LAGUNA BEACH
HARRY S. TRUMAN ELEMENTARY,67,63,94,2,0,2,0,LA QUINTA
REPETTO ELEMENTARY,66,66,100,0,0,0,0,MONTEREY PARK
GLENOAKS ELEMENTARY,66,59,89,2,0,5,0,GLENDALE
LA TIJERA K-8 ACADEMY OF EXCELLENCE,66,59,89,6,0,1,1,INGLEWOOD
BIXBY ELEMENTARY,66,37,56,28,0,1,1,LONG BEACH
EMERSON PARKSIDE ACADEMY,66,66,100,0,0,0,0,LONG BEACH
CITIZENS OF THE WORLD CHARTER,66,34,52,28,0,4,4,LOS ANGELES
FIFTY-NINTH STREET ELEMENTARY,66,21,32,45,0,0,0,LOS ANGELES
JOHN W. MACK ELEMENTARY,66,41,62,25,0,0,0,LOS ANGELES
MICHELTORENA STREET ELEMENTARY,66,52,79,9,0,5,1,LOS ANGELES
QUINCY JONES ELEMENTARY,66,65,98,1,0,0,0,LOS ANGELES
SATURN STREET ELEMENTARY,66,48,73,17,0,1,0,LOS ANGELES
SIERRA PARK ELEMENTARY,66,63,95,3,0,0,0,LOS ANGELES
ROBERT HILL LANE ELEMENTARY,66,37,56,29,0,0,0,MONTEREY PARK
WHITE POINT ELEMENTARY,66,48,73,17,0,1,0,SAN PEDRO
CELERITY CARDINAL CHARTER,66,66,100,0,0,0,0,SUN VALLEY
WELBY WAY ELEMENTARY CHARTER,66,63,95,1,0,2,0,WEST HILLS
YORBITA ELEMENTARY,66,66,100,0,0,0,0,LA PUENTE
BARACK OBAMA CHARTER,66,66,100,0,0,0,0,LOS ANGELES
CANYON SPRINGS COMMUNITY ELEMENTARY,66,57,86,8,0,1,0,CANYON COUNTRY
PINETREE COMMUNITY ELEMENTARY,66,59,89,7,0,0,0,CANYON COUNTRY
ORANGE GROVE ELEMENTARY,66,63,95,2,0,1,1,WHITTIER
ST. CATHERINE LABOURE ELEMENTARY,66,63,95,2,1,0,0,TORRANCE
PALISADES ELEMENTARY,66,49,74,12,2,3,3,CAPISTRANO BEACH
LINTON T. SIMMONS ELEMENTARY,66,66,100,0,0,0,0,GARDEN GROVE
NORTHWOOD ELEMENTARY,66,61,92,4,1,0,0,IRVINE
HARBOR VIEW ELEMENTARY,66,46,70,14,0,6,0,CORONA DEL MAR
DE PORTOLA ELEMENTARY,66,62,94,0,4,0,0,MISSION VIEJO
ST. MARY AND ALL ANGELS,66,60,91,0,0,6,0,ALISO VIEJO
FRIENDS CHRISTIAN SCHOOL,66,52,79,9,0,5,0,YORBA LINDA
HIGHLAND ELEMENTARY,66,59,89,2,2,3,3,NORCO
EL CAMINO ELEMENTARY,66,63,95,2,0,1,1,ONTARIO
PINON HILLS ELEMENTARY,66,63,95,2,0,1,0,PINON HILLS
"ALBERT EINSTEIN ACADEMY ELEMENTARY, SANTA CLARITA CAMPUS",65,62,95,0,0,3,0,VALENCIA
SUNKIST ELEMENTARY,65,65,100,0,0,0,0,LA PUENTE
SUMNER ELEMENTARY,65,56,86,1,0,8,0,CLAREMONT
WILKERSON ELEMENTARY,65,58,89,7,0,0,0,EL MONTE
MONTEREY VISTA ELEMENTARY,65,65,100,0,0,0,0,MONTEREY PARK
RICE -ELDRIDGE- ELEMENTARY,65,63,97,1,0,1,0,ROSEMEAD
CALIFORNIA ELEMENTARY,65,64,98,0,1,0,0,LA PUENTE
PALM CREST ELEMENTARY,65,61,94,0,0,4,0,LA CANADA
BRYANT ELEMENTARY,65,46,71,18,0,1,0,LONG BEACH
MANN ELEMENTARY,65,60,92,5,0,0,0,LONG BEACH
CAMINO NUEVO CHARTER ACADEMY,65,64,98,1,0,0,0,LOS ANGELES
GARVANZA ELEMENTARY,65,38,58,26,0,1,0,LOS ANGELES
RESEDA ELEMENTARY,65,63,97,2,0,0,0,RESEDA
CANYON ELEMENTARY,65,61,94,0,0,4,0,SANTA MONICA
PUC COMMUNITY CHARTER ELEMENTARY,65,49,75,16,0,0,0,SYLMAR
LA PLUMA ELEMENTARY,65,58,89,5,0,2,2,LA MIRADA
CORNERSTONE AT PEDREGAL ELEMENTARY,65,54,83,2,3,6,0,RANCHO PALOS VERDES
AVESON SCHOOL OF LEADERS,65,43,66,2,20,0,0,ALTADENA
WALLEN L. ANDREWS ELEMENTARY,65,64,98,0,0,1,1,WHITTIER
ST. BENEDICT ELEMENTARY,65,42,65,23,0,0,0,MONTEBELLO
EXCELSIOR ELEMENTARY,65,64,98,0,0,1,0,GARDEN GROVE
KILLYBROOKE ELEMENTARY,65,60,92,4,0,1,0,COSTA MESA
GOLDEN ELEMENTARY,65,60,92,0,0,5,0,PLACENTIA
THE PEGASUS SCHOOL,65,53,82,7,1,4,0,HUNTINGTON BEACH
ST. JOHN'S LUTHERAN SCHOOL,65,55,85,0,0,10,0,ORANGE
MISSION BELL ELEMENTARY,65,59,91,5,0,1,1,JURUPA VALLEY
RED HAWK ELEMENTARY,65,60,92,3,0,2,0,TEMECULA
HOLLYVALE ELEMENTARY,65,62,95,1,0,2,0,VICTORVILLE
OASIS ELEMENTARY,65,65,100,0,0,0,0,TWENTYNINE PALMS
ENDEAVOUR SCHOOL OF EXPLORATION,65,65,100,0,0,0,0,VICTORVILLE
WESTLAKE HILLS ELEMENTARY,65,57,88,8,0,0,0,WESTLAKE VILLAGE
MESA ELEMENTARY,65,56,86,8,0,1,0,SOMIS
"LOS PRIMEROS SCHOOL OF SCIENCES ,ARTS",65,63,97,0,0,2,1,CAMARILLO
SANTA ROSA TECHNOLOGY MAGNET,65,61,94,0,0,4,0,CAMARILLO
MADISON ELEMENTARY,64,58,91,4,0,2,0,LAKEWOOD
RITTER ELEMENTARY,64,13,20,51,0,0,0,LOS ANGELES
VANALDEN AVENUE ELEMENTARY,64,58,91,6,0,0,0,RESEDA
PLYMOUTH ELEMENTARY,64,60,94,4,0,0,0,MONROVIA
MAPLE HILL ELEMENTARY,64,62,97,1,0,1,0,DIAMOND BAR
CALIFORNIA ELEMENTARY,64,55,86,2,0,7,0,COSTA MESA
EASTBLUFF ELEMENTARY,64,44,69,15,0,5,1,NEWPORT BEACH
NEWPORT ELEMENTARY,64,51,80,6,0,7,0,NEWPORT BEACH
SYCAMORE ELEMENTARY,64,54,84,10,0,0,0,ORANGE
MORSE AVENUE ELEMENTARY,64,64,100,0,0,0,0,PLACENTIA
RANCHO MIRAGE ELEMENTARY,64,59,92,5,0,0,0,RANCHO MIRAGE
VAN AVERY PREP,64,58,91,0,1,5,5,TEMECULA
HERMOSA ELEMENTARY,64,61,95,0,0,3,1,ALTA LOMA
REDWOOD ELEMENTARY,64,63,98,0,0,1,1,FONTANA
WEST RANDALL ELEMENTARY,64,61,95,3,0,0,0,FONTANA
CALIMESA ELEMENTARY,64,58,91,3,0,3,0,YUCAIPA
YNEZ ELEMENTARY,63,61,97,2,0,0,0,MONTEREY PARK
GLEN OAK ELEMENTARY,63,58,92,2,1,2,0,COVINA
BEARDSLEE ELEMENTARY,63,59,94,4,0,0,0,DUARTE
PADDISON ELEMENTARY,63,60,95,3,0,0,0,NORWALK
PRESIDENT AVENUE ELEMENTARY,63,60,95,3,0,0,0,HARBOR CITY
NEW HEIGHTS CHARTER,63,62,98,1,0,0,0,LOS ANGELES
ROBERT F. KENNEDY ELEMENTARY,63,62,98,1,0,0,0,LOS ANGELES
WALGROVE AVENUE ELEMENTARY,63,10,16,53,0,0,0,LOS ANGELES
ROOSEVELT,63,53,84,9,0,1,0,PASADENA
VEJAR ELEMENTARY,63,57,90,5,0,1,0,WALNUT
COTTONWOOD ELEMENTARY,63,61,97,0,0,2,2,PALMDALE
HARKHAM HILLEL HEBREW ACADEMY,63,48,76,9,0,6,2,BEVERLY HILLS
JOHN MURDY ELEMENTARY,63,59,94,4,0,0,0,GARDEN GROVE
JOSEPH R. PERRY ELEMENTARY,63,53,84,8,0,2,0,HUNTINGTON BEACH
SERRANO ELEMENTARY,63,39,62,24,0,0,0,VILLA PARK
VALENCIA ELEMENTARY,63,51,81,4,0,8,1,LAGUNA HILLS
TRABUCO MESA ELEMENTARY,63,44,70,15,0,4,0,RANCHO SANTA MARGARITA
HAMILTON ELEMENTARY,63,53,84,6,0,4,0,ANZA
BRYANT ELEMENTARY,63,61,97,2,0,0,0,RIVERSIDE
HELEN HUNT JACKSON ELEMENTARY,63,62,98,0,0,1,0,TEMECULA
VISTA COLORADO ELEMENTARY,63,42,67,19,0,2,2,NEEDLES
CONEJO ELEMENTARY,63,46,73,5,0,12,0,THOUSAND OAKS
MEADOWLARK ELEMENTARY,62,56,90,6,0,0,0,ACTON
RIO VISTA ELEMENTARY,62,56,90,3,0,3,3,PICO RIVERA
MARIPOSA SCHOOL OF GLOBAL EDUCATION,62,41,66,1,0,20,1,AGOURA
CHRISTOPHER DENA ELEMENTARY,62,59,95,3,0,0,0,LOS ANGELES
RFK COMMUNITY SCHOOLS - AMBASSADOR SCHOOL - GLOBAL EDUCATION,62,44,71,18,0,0,0,LOS ANGELES
WATTS LEARNING CENTER,62,62,100,0,0,0,0,LOS ANGELES
CALVERT CHARTER FOR ENRICHED STUDIES,62,52,84,5,1,4,2,WOODLAND HILLS
LUGO ELEMENTARY,62,59,95,3,0,0,0,LYNWOOD
MONTEBELLO GARDENS ELEMENTARY,62,60,97,1,0,1,0,PICO RIVERA
COGSWELL ELEMENTARY,62,60,97,1,0,1,0,EL MONTE
DANIEL WEBSTER,62,55,89,5,0,2,0,PASADENA
HOLLINGWORTH ELEMENTARY,62,60,97,1,0,1,0,WEST COVINA
STONE CREEK ELEMENTARY,62,57,92,0,1,4,0,IRVINE
LINDA VISTA ELEMENTARY,62,61,98,0,0,1,0,ORANGE
FREDERICK REMINGTON ELEMENTARY,62,61,98,1,0,0,0,SANTA ANA
HOOVER ELEMENTARY,62,61,98,1,0,0,0,SANTA ANA
LOMA VISTA ELEMENTARY,62,57,92,4,0,1,0,SANTA ANA
ST. JOHN THE BAPTIST ELEMENTARY,62,54,87,6,0,2,0,COSTA MESA
LAGUNA NIGUEL MONTESSORI CENTER,62,58,94,4,0,0,0,LAGUNA NIGUEL
GOLDEN VALLEY CHARTER,62,31,50,0,0,31,20,VENTURA
GRACE S. THILLE ELEMENTARY,62,61,98,1,0,0,0,SANTA PAULA
CHERRYLEE ELEMENTARY,61,60,98,0,0,1,0,EL MONTE
PALM ELEMENTARY,61,57,93,4,0,0,0,HACIENDA HEIGHTS
ALPINE ELEMENTARY,61,59,97,2,0,0,0,LITTLEROCK
AVALON K-12,61,58,95,2,0,1,0,SANTA CATALINA
ARAGON AVENUE ELEMENTARY,61,13,21,48,0,0,0,LOS ANGELES
PARA LOS NINOS CHARTER,61,40,66,21,0,0,0,LOS ANGELES
TOLAND WAY ELEMENTARY,61,53,87,8,0,0,0,LOS ANGELES
BURBANK BOULEVARD ELEMENTARY,61,54,89,0,0,7,7,NORTH HOLLYWOOD
SUNLAND ELEMENTARY,61,57,93,3,0,1,0,SUNLAND
ARTURO SANCHEZ ELEMENTARY,61,56,92,5,0,0,0,NORWALK
LOU HENRY HOOVER ELEMENTARY,61,57,93,1,1,2,2,WHITTIER
ANAHEIM HILLS ELEMENTARY,61,56,92,0,1,4,0,ANAHEIM
CESAR CHAVEZ ACADEMY,61,61,100,0,0,0,0,CORONA
PACIFIC AVENUE ELEMENTARY,61,59,97,2,0,0,0,JURUPA VALLEY
BOX SPRINGS ELEMENTARY,61,53,87,8,0,0,0,MORENO VALLEY
DONALD F. BRADACH ELEMENTARY,61,50,82,9,0,2,2,ADELANTO
EDWARD FITZGERALD ELEMENTARY,61,60,98,0,0,1,1,RIALTO
MEADOWS ARTS AND TECHNOLOGY ELEMENTARY,61,54,89,2,0,5,0,THOUSAND OAKS
J. E. VAN WIG ELEMENTARY,60,57,95,3,0,0,0,LA PUENTE
BEVERLY VISTA ELEMENTARY,60,45,75,8,7,0,0,BEVERLY HILLS
EL RODEO ELEMENTARY,60,57,95,0,0,3,0,BEVERLY HILLS
CARVER ELEMENTARY,60,52,87,8,0,0,0,LOS ANGELES
CHILDREN OF PROMISE PREPARATORY ACADEMY,60,53,88,7,0,0,0,INGLEWOOD
WILDER'S PREPARATORY ACADEMY CHARTER,60,60,100,0,0,0,0,INGLEWOOD
LAKE LOS ANGELES ELEMENTARY,60,55,92,5,0,0,0,PALMDALE
GOMPERS K-8,60,59,98,1,0,0,0,LAKEWOOD
HUDSON K-8,60,53,88,7,0,0,0,LONG BEACH
ACCELERATED ELEMENTARY CHARTER,60,60,100,0,0,0,0,LOS ANGELES
ANNANDALE ELEMENTARY,60,11,18,49,0,0,0,LOS ANGELES
BEETHOVEN STREET ELEMENTARY,60,42,70,17,0,1,0,LOS ANGELES
MEADOWS AVENUE ELEMENTARY,60,53,88,0,0,7,1,MANHATTAN BEACH
RANCH HILLS ELEMENTARY,60,56,93,0,0,4,0,POMONA
EMMA W. SHUEY ELEMENTARY,60,60,100,0,0,0,0,ROSEMEAD
CARMELA ELEMENTARY,60,58,97,2,0,0,0,WHITTIER
ST. MARY'S ARMENIAN CHURCH TUFENKIAN,60,49,82,8,0,3,0,GLENDALE
FOOTHILL CHRISTIAN,60,59,98,1,0,0,0,GLENDORA
ST. PAUL THE APOSTLE,60,35,58,22,0,3,0,LOS ANGELES
ST. MARTHA ELEMENTARY SCHOOL,60,37,62,23,0,0,0,VALINDA
THE CENTER FOR EARLY EDUCATION,60,57,95,1,0,2,0,WEST HOLLYWOOD
PANORAMA ELEMENTARY,60,53,88,6,0,1,0,SANTA ANA
FAIRMONT PRIVATE SCHOOL ANAHEIM HILLS CA,60,51,85,6,0,3,0,ANAHEIM HILLS
ST. ANNE SCHOOL,60,54,90,0,0,6,0,LAGUNA NIGUEL
RIVERSIDE CHRISTIAN DAY SCHOOL,60,57,95,0,0,3,2,RIVERSIDE
ROLLING RIDGE ELEMENTARY,60,56,93,2,0,2,1,CHINO HILLS
ALMOND ELEMENTARY,60,59,98,0,0,1,1,FONTANA
NORTH TAMARIND ELEMENTARY,60,59,98,1,0,0,0,FONTANA
EMPIRE SPRINGS CHARTER,60,39,65,0,0,21,4,HELENDALE
ARROWHEAD ELEMENTARY,60,60,100,0,0,0,0,SAN BERNARDINO
CAMARILLO ACADEMY OF PROGRESSIVE EDUCATION,60,58,97,1,1,0,0,CAMARILLO
TODAY'S FRESH START CHARTER SCHOOL INGLEWOOD,59,59,100,0,0,0,0,INGLEWOOD
LEAPWOOD AVENUE ELEMENTARY,59,53,90,5,0,1,1,CARSON
ATWATER AVENUE ELEMENTARY,59,10,17,49,0,0,0,LOS ANGELES
SAN JOSE ELEMENTARY,59,56,95,3,0,0,0,POMONA
WESTMONT ELEMENTARY,59,59,100,0,0,0,0,POMONA
YUKON ELEMENTARY,59,58,98,1,0,0,0,TORRANCE
DEL SUR SENIOR ELEMENTARY,59,55,93,2,0,2,1,LANCASTER
SAN MARINO ELEMENTARY,59,53,90,6,0,0,0,BUENA PARK
AGNES WARE STANLEY ELEMENTARY,59,57,97,2,0,0,0,GARDEN GROVE
ABRAHAM LINCOLN ELEMENTARY,59,53,90,0,0,6,0,CORONA DEL MAR
